
--- NEW BENCHMARK RUN ---

CPU | FPS | Delayed frames | Memory (MB) | Timestamp
---
22.500000000000004 | 1 | 0 | 293.031982421875 | 233320.53680929172
47.1 | 2 | 8 | 483.7195739746094 | 233320.69633654173
47.1 | 3 | 3 | 482.0164489746094 | 233320.76301912506
47.1 | 4 | 0 | 485.6570739746094 | 233320.7867124167
47.1 | 5 | 0 | 485.7195739746094 | 233320.80337262506
50.199999999999996 | 6 | 0 | 534.4071197509766 | 233320.82003283338
50.199999999999996 | 7 | 1 | 580.2196426391602 | 233320.8681327084
50.199999999999996 | 8 | 2 | 580.2352676391602 | 233320.92074979172
58.00000000000001 | 9 | 0 | 581.7508926391602 | 233320.93665429173
58.00000000000001 | 10 | 0 | 581.7508926391602 | 233320.95331450005
58.00000000000001 | 11 | 0 | 581.7821426391602 | 233320.9699747084
58.00000000000001 | 12 | 0 | 581.7977676391602 | 233320.9866349167
58.00000000000001 | 13 | 0 | 581.7977676391602 | 233321.00329512506
58.00000000000001 | 14 | 0 | 581.8133926391602 | 233321.01995533338
58.00000000000001 | 15 | 0 | 581.8290176391602 | 233321.0367749584
58.00000000000001 | 16 | 0 | 581.8290176391602 | 233321.05345158337
37.7 | 17 | 0 | 581.8290176391602 | 233321.07012820838
37.7 | 18 | 0 | 581.8602676391602 | 233321.08680483338
37.7 | 19 | 0 | 581.8602676391602 | 233321.10348145838
37.7 | 20 | 0 | 581.8602676391602 | 233321.1201580834
37.7 | 21 | 0 | 581.8602676391602 | 233321.1368347084
37.7 | 22 | 0 | 581.8602676391602 | 233321.1535113334
37.7 | 23 | 0 | 581.8602676391602 | 233321.17018795837
37.7 | 24 | 0 | 581.8915176391602 | 233321.18686458337
29.7 | 25 | 0 | 581.9071426391602 | 233321.20354120838
29.7 | 26 | 0 | 629.7977905273438 | 233321.22021783338
52.099999999999994 | 27 | 4 | 625.9384613037109 | 233321.3201110834
52.099999999999994 | 28 | 0 | 627.4228363037109 | 233321.33695420838
52.099999999999994 | 29 | 0 | 627.4228363037109 | 233321.3536308334
52.099999999999994 | 30 | 0 | 627.4228363037109 | 233321.3703074584
52.099999999999994 | 31 | 0 | 627.4228363037109 | 233321.3869840834
52.099999999999994 | 32 | 0 | 627.4384613037109 | 233321.4036607084
52.099999999999994 | 33 | 0 | 627.4384613037109 | 233321.42033733337
52.099999999999994 | 34 | 0 | 627.4540863037109 | 233321.43701395838
36.8 | 35 | 0 | 627.4540863037109 | 233321.45369058338
36.8 | 36 | 0 | 627.4540863037109 | 233321.47036720839
36.8 | 37 | 0 | 627.4540863037109 | 233321.4870438334
36.8 | 38 | 0 | 627.4540863037109 | 233321.5037204584
36.8 | 39 | 0 | 627.4540863037109 | 233321.5203970834
36.8 | 39 | 0 | 627.4540863037109 | 233321.53707370837
36.8 | 40 | 0 | 627.4540863037109 | 233321.55375033338
26.6 | 41 | 0 | 627.4540863037109 | 233321.57042695838
26.6 | 42 | 0 | 627.4540863037109 | 233321.58710358338
26.6 | 43 | 0 | 627.4540863037109 | 233321.6037802084
45.400000000000006 | 44 | 0 | 676.0478820800781 | 233321.6204568334
45.400000000000006 | 44 | 5 | 674.5478591918945 | 233321.72572062505
45.400000000000006 | 45 | 0 | 676.0322341918945 | 233321.7538698334
45.400000000000006 | 45 | 0 | 676.0322341918945 | 233321.77054645837
45.400000000000006 | 45 | 0 | 676.0478591918945 | 233321.78722308337
45.400000000000006 | 45 | 0 | 676.0478591918945 | 233321.80389970838
45.400000000000006 | 45 | 0 | 676.0478591918945 | 233321.82057633338
38.70000000000001 | 46 | 0 | 676.0478591918945 | 233321.8372529584
38.70000000000001 | 47 | 0 | 676.0478591918945 | 233321.8539295834
38.70000000000001 | 47 | 0 | 676.0478591918945 | 233321.8706062084
38.70000000000001 | 48 | 0 | 676.0634841918945 | 233321.8872828334
38.70000000000001 | 49 | 0 | 676.0634841918945 | 233321.90395945837
38.70000000000001 | 50 | 0 | 676.0791091918945 | 233321.92063608338
38.70000000000001 | 49 | 0 | 676.0791091918945 | 233321.93731270838
38.70000000000001 | 49 | 0 | 676.0791091918945 | 233321.9539893334
27.599999999999994 | 49 | 0 | 676.0947341918945 | 233321.9706659584
27.599999999999994 | 49 | 0 | 676.0947341918945 | 233321.9873425834
27.599999999999994 | 49 | 0 | 676.0947341918945 | 233322.0040192084
41.2 | 49 | 0 | 723.8915863037109 | 233322.02069583337
41.2 | 45 | 4 | 722.4072113037109 | 233322.11930062505
41.2 | 44 | 0 | 723.8915863037109 | 233322.13743220837
41.2 | 44 | 0 | 723.9228363037109 | 233322.15410883338
41.2 | 44 | 0 | 723.9540863037109 | 233322.17078545838
41.2 | 44 | 0 | 723.9697113037109 | 233322.18746208338
39.9 | 44 | 0 | 723.9697113037109 | 233322.2041387084
39.9 | 44 | 0 | 723.9697113037109 | 233322.2208153334
39.9 | 45 | 0 | 723.9697113037109 | 233322.2374919584
39.9 | 46 | 0 | 723.9853363037109 | 233322.25416858337
39.9 | 47 | 0 | 723.9384613037109 | 233322.27084520838
39.9 | 48 | 0 | 723.9384613037109 | 233322.28752183338
39.9 | 49 | 0 | 723.9384613037109 | 233322.30419845838
26.900000000000002 | 49 | 0 | 723.9384613037109 | 233322.3208750834
26.900000000000002 | 49 | 0 | 723.9384613037109 | 233322.3375517084
26.900000000000002 | 49 | 0 | 723.9384613037109 | 233322.3542283334
26.900000000000002 | 49 | 0 | 723.9540863037109 | 233322.37090495837
26.900000000000002 | 49 | 0 | 723.9540863037109 | 233322.38758158337
26.900000000000002 | 49 | 0 | 723.9697113037109 | 233322.40425820838
26.900000000000002 | 49 | 0 | 723.9697113037109 | 233322.42093483338
26.900000000000002 | 48 | 1 | 723.9697113037109 | 233322.45740129173
30.400000000000002 | 48 | 0 | 724.0009613037109 | 233322.4709647084
30.400000000000002 | 48 | 0 | 724.0322113037109 | 233322.4876413334
30.400000000000002 | 48 | 0 | 724.0322113037109 | 233322.50431795837
30.400000000000002 | 48 | 0 | 724.0478363037109 | 233322.52099458338
30.400000000000002 | 48 | 0 | 724.0478363037109 | 233322.53767120838
30.400000000000002 | 48 | 0 | 724.0634613037109 | 233322.5543478334
25.400000000000002 | 48 | 0 | 724.0790863037109 | 233322.5710244584
25.400000000000002 | 48 | 0 | 724.1103363037109 | 233322.5877010834
25.400000000000002 | 48 | 0 | 724.1103363037109 | 233322.6043777084
25.400000000000002 | 48 | 0 | 724.1259613037109 | 233322.62105433337
25.400000000000002 | 49 | 0 | 724.1259613037109 | 233322.63773095838
25.400000000000002 | 50 | 0 | 724.1259613037109 | 233322.65440758338
25.400000000000002 | 51 | 0 | 724.1259613037109 | 233322.67108420838
25.400000000000002 | 52 | 0 | 724.1259613037109 | 233322.6877608334
22.599999999999998 | 53 | 0 | 724.1259613037109 | 233322.7044374584
22.599999999999998 | 54 | 0 | 724.1259613037109 | 233322.7211140834
22.599999999999998 | 54 | 0 | 724.1259613037109 | 233322.73779070837
22.599999999999998 | 54 | 0 | 724.1259613037109 | 233322.75446733338
22.599999999999998 | 54 | 0 | 724.1259613037109 | 233322.77114395838
22.599999999999998 | 54 | 0 | 724.1415863037109 | 233322.78782058338
22.599999999999998 | 54 | 0 | 724.1415863037109 | 233322.8044972084
21.199999999999996 | 54 | 0 | 724.1728363037109 | 233322.8211738334
21.199999999999996 | 54 | 0 | 722.6885070800781 | 233322.8378504584
21.199999999999996 | 53 | 1 | 724.2197570800781 | 233322.88207229172
21.199999999999996 | 52 | 0 | 724.2510070800781 | 233322.90455695838
21.199999999999996 | 52 | 0 | 724.2510070800781 | 233322.92138620839
21.199999999999996 | 52 | 0 | 724.2510070800781 | 233322.9380667917
21.199999999999996 | 52 | 0 | 724.2666320800781 | 233322.95474737504
30.3 | 52 | 0 | 724.2978820800781 | 233322.97142795837
30.3 | 52 | 0 | 724.2978820800781 | 233322.98810854173
30.3 | 52 | 0 | 724.3135070800781 | 233323.00478912506
30.3 | 52 | 0 | 724.3447570800781 | 233323.0214697084
30.3 | 53 | 0 | 724.4072570800781 | 233323.03815029172
30.3 | 54 | 0 | 724.4072570800781 | 233323.05483087504
30.3 | 55 | 0 | 724.4072570800781 | 233323.07151145837
25.7 | 56 | 0 | 724.4228820800781 | 233323.08819204173
25.7 | 57 | 0 | 724.4228820800781 | 233323.10487262506
25.7 | 57 | 0 | 724.4228820800781 | 233323.1215532084
25.7 | 57 | 0 | 724.4228820800781 | 233323.13823379172
25.7 | 57 | 0 | 724.4228820800781 | 233323.15491437505
25.7 | 57 | 0 | 724.4228820800781 | 233323.17159495837
25.7 | 57 | 0 | 724.4385070800781 | 233323.18827554173
25.7 | 57 | 0 | 724.4385070800781 | 233323.20495612506
22.3 | 57 | 0 | 724.5791320800781 | 233323.2216367084
22.3 | 57 | 0 | 724.5791320800781 | 233323.23831729172
22.3 | 57 | 0 | 772.3447570800781 | 233323.25499787505
22.3 | 57 | 0 | 724.4853134155273 | 233323.27167845838
22.3 | 57 | 0 | 724.5009384155273 | 233323.2883590417
22.3 | 57 | 0 | 724.5009384155273 | 233323.30503962506
26.200000000000003 | 57 | 0 | 724.5165634155273 | 233323.3217202084
26.200000000000003 | 57 | 0 | 724.5321884155273 | 233323.33840079172
26.200000000000003 | 57 | 0 | 724.5634384155273 | 233323.35508137505
26.200000000000003 | 57 | 0 | 724.5634384155273 | 233323.37176195838
26.200000000000003 | 57 | 0 | 724.5634384155273 | 233323.3884425417
26.200000000000003 | 57 | 0 | 724.5790634155273 | 233323.40512312506
26.200000000000003 | 57 | 0 | 724.6103134155273 | 233323.4218037084
26.200000000000003 | 58 | 0 | 724.6103134155273 | 233323.43848429172
23.200000000000003 | 59 | 0 | 724.6103134155273 | 233323.45516487505
23.200000000000003 | 58 | 0 | 724.6103134155273 | 233323.47184545838
23.200000000000003 | 58 | 0 | 724.6103134155273 | 233323.4885260417
23.200000000000003 | 58 | 0 | 724.6103134155273 | 233323.50520662506
23.200000000000003 | 58 | 0 | 724.6103134155273 | 233323.5218872084
23.200000000000003 | 58 | 0 | 724.6259384155273 | 233323.53856779172
23.200000000000003 | 58 | 0 | 724.6415634155273 | 233323.5551082917
23.200000000000003 | 58 | 0 | 720.0321884155273 | 233323.57178716673
23.600000000000005 | 58 | 0 | 717.3915634155273 | 233323.58846604172
23.600000000000005 | 58 | 0 | 717.3915634155273 | 233323.6051449167
