Native FileDelete Benchmark
CPU | FPS | Frame Overrun (ms)| Memory (MB) | Timestamp
---
5.300000000000001 | 1 | 0.0 | 14.547492980957031 | 108248.90327675002
5.300000000000001 | 2 | 10.155958337903334 | 14.563117980957031 | 108248.93009937502
5.300000000000001 | 3 | -2.131166668065513 | 14.563117980957031 | 108248.94463487502
5.300000000000001 | 4 | 0.013083332063009573 | 14.563117980957031 | 108248.96131462502
5.300000000000001 | 5 | 0.013083332063009573 | 14.563117980957031 | 108248.97799437502
5.300000000000001 | 6 | 0.013083332063009573 | 14.563117980957031 | 108248.99467412502
7.6 | 7 | 0.013083346614924801 | 14.563117980957031 | 108249.01135387503
7.6 | 8 | 0.013083332063009573 | 14.563117980957031 | 108249.02803362503
7.6 | 9 | 0.013083332063009573 | 14.563117980957031 | 108249.04471337503
7.6 | 10 | 0.013083332063009573 | 14.563117980957031 | 108249.06139312503
7.6 | 11 | 0.013083332063009573 | 14.563117980957031 | 108249.07807287503
7.6 | 12 | 0.013083332063009573 | 14.563117980957031 | 108249.09475262502
7.6 | 13 | 0.013083332063009573 | 14.563117980957031 | 108249.11143237502
7.6 | 14 | 0.013083332063009573 | 14.563117980957031 | 108249.12811212502
8.200000000000001 | 15 | 0.013083332063009573 | 14.563117980957031 | 108249.14479187502
8.200000000000001 | 16 | 0.013083332063009573 | 14.563117980957031 | 108249.16147162502
8.200000000000001 | 17 | 0.013083332063009573 | 14.563117980957031 | 108249.17815137502
8.200000000000001 | 18 | 0.013083346614924801 | 14.563117980957031 | 108249.19483112503
8.200000000000001 | 19 | 0.013083332063009573 | 14.563117980957031 | 108249.21151087503
8.200000000000001 | 20 | 0.013083332063009573 | 14.563117980957031 | 108249.22819062503
8.200000000000001 | 21 | 0.013083332063009573 | 14.563117980957031 | 108249.24487037503
27.500000000000004 | 22 | 0.013083332063009573 | 14.563117980957031 | 108249.26155012503
27.500000000000004 | 23 | 0.013083332063009573 | 14.563117980957031 | 108249.27822987502
