
--- NEW BENCHMARK RUN ---

CPU | Memory (MB) | Timestamp
---

--- Iteration 0 ---
11.600000000000001 | 1233.6263732910156 | 26499.629524875007
11.600000000000001 | 1255.3138961791992 | 26499.64621508334
11.600000000000001 | 1255.3138961791992 | 26499.662905291672
11.600000000000001 | 1255.3138961791992 | 26499.679595500005
11.600000000000001 | 1255.3138961791992 | 26499.696285708338
11.600000000000001 | 1255.3138961791992 | 26499.71297591667
11.600000000000001 | 1255.3138961791992 | 26499.729666125007
11.600000000000001 | 1255.3138961791992 | 26499.74635633334
12.5 | 1255.3138961791992 | 26499.763046541673
12.5 | 1255.3138961791992 | 26499.779736750006
12.5 | 1255.3138961791992 | 26499.79642695834
12.5 | 1255.3138961791992 | 26499.813117166672
12.5 | 1255.3138961791992 | 26499.829807375005
12.5 | 1255.3138961791992 | 26499.846497583338
12.5 | 1255.3138961791992 | 26499.863187791674
11.700000000000001 | 1255.3138961791992 | 26499.879878000007
11.700000000000001 | 1255.3138961791992 | 26499.89656820834
11.700000000000001 | 1255.3138961791992 | 26499.913258416673
11.700000000000001 | 1255.3138961791992 | 26499.929948625006
11.700000000000001 | 1255.3295211791992 | 26499.94663883334
11.700000000000001 | 1255.3295211791992 | 26499.96332904167
11.700000000000001 | 1255.3295211791992 | 26499.980019250004
11.700000000000001 | 1255.3295211791992 | 26499.99670945834
11.9 | 1255.3295211791992 | 26500.013399666674
11.9 | 1255.3295211791992 | 26500.030089875007
11.9 | 1255.3295211791992 | 26500.04678008334

--- Iteration 1 ---
11.9 | 1255.3763961791992 | 26500.063470291672
11.9 | 1325.5014419555664 | 26500.080160500005
11.9 | 1355.42333984375 | 26500.096850708338
11.9 | 1355.42333984375 | 26500.11354091667
15.4 | 1355.42333984375 | 26500.130231125007
15.4 | 1355.42333984375 | 26500.14692133334
15.4 | 1355.42333984375 | 26500.163611541673
15.4 | 1355.42333984375 | 26500.177719375006
15.4 | 1355.42333984375 | 26500.194397625004
15.4 | 1355.42333984375 | 26500.211075875006
15.4 | 1355.42333984375 | 26500.227754125004
15.4 | 1355.42333984375 | 26500.244432375006
13.700000000000001 | 1355.42333984375 | 26500.261110625004
13.700000000000001 | 1355.42333984375 | 26500.277788875006
13.700000000000001 | 1355.42333984375 | 26500.294467125004
13.700000000000001 | 1355.42333984375 | 26500.311145375006
13.700000000000001 | 1355.42333984375 | 26500.327823625004
13.700000000000001 | 1355.42333984375 | 26500.344501875006
13.700000000000001 | 1355.42333984375 | 26500.361180125004
13.8 | 1355.42333984375 | 26500.377858375006
13.8 | 1355.42333984375 | 26500.394536625005
13.8 | 1355.42333984375 | 26500.411214875006
13.8 | 1355.42333984375 | 26500.427893125005
13.8 | 1355.42333984375 | 26500.444571375006
13.8 | 1355.42333984375 | 26500.461249625005

--- Iteration 2 ---
13.8 | 1401.9702606201172 | 26500.477927875007
13.8 | 1455.4702835083008 | 26500.494606125005
16.9 | 1455.4859085083008 | 26500.511284375007
16.9 | 1455.5015335083008 | 26500.527962625005
16.9 | 1455.5015335083008 | 26500.544640875007
16.9 | 1455.5015335083008 | 26500.561319125005
16.9 | 1455.5015335083008 | 26500.577997375007
16.9 | 1455.5015335083008 | 26500.594675625005
16.9 | 1455.5015335083008 | 26500.611353875007
13.3 | 1455.5015335083008 | 26500.628032125005
13.3 | 1455.5015335083008 | 26500.644710375007
13.3 | 1455.5015335083008 | 26500.661388625005
13.3 | 1455.5015335083008 | 26500.678066875007
13.3 | 1455.5015335083008 | 26500.694745125005
13.3 | 1455.5015335083008 | 26500.711423375007
13.3 | 1455.5015335083008 | 26500.728101625005
13.3 | 1455.5015335083008 | 26500.744779875007
12.299999999999999 | 1455.5015335083008 | 26500.761458125005
12.299999999999999 | 1455.5015335083008 | 26500.778136375007
12.299999999999999 | 1455.5015335083008 | 26500.794814625006
12.299999999999999 | 1455.5015335083008 | 26500.811492875007
12.299999999999999 | 1455.5015335083008 | 26500.828171125006
12.299999999999999 | 1455.5015335083008 | 26500.844849375007
12.299999999999999 | 1455.5015335083008 | 26500.861527625006
11.600000000000001 | 1455.5015335083008 | 26500.878205875008
11.600000000000001 | 1455.5015335083008 | 26500.894884125006
11.600000000000001 | 1455.5015335083008 | 26500.911562375008
11.600000000000001 | 1455.5015335083008 | 26500.928240625006
11.600000000000001 | 1455.5015335083008 | 26500.944918875004
11.600000000000001 | 1455.5015335083008 | 26500.961597125006
11.600000000000001 | 1455.5015335083008 | 26500.978275375004
11.600000000000001 | 1455.5015335083008 | 26500.994953625006
10.7 | 1455.5015335083008 | 26501.011631875004
10.7 | 1455.5015335083008 | 26501.028310125006

--- Iteration 3 ---
10.7 | 1495.564079284668 | 26501.044988375004
10.7 | 1547.8453521728516 | 26501.061666625006
10.7 | 1555.5641250610352 | 26501.078344875004
10.7 | 1555.5641250610352 | 26501.095023125006
10.7 | 1555.5641250610352 | 26501.111701375004
17.4 | 1555.5641250610352 | 26501.128379625006
17.4 | 1555.5641250610352 | 26501.145057875005
17.4 | 1555.5641250610352 | 26501.161736125006
17.4 | 1555.5641250610352 | 26501.178414375005
17.4 | 1555.5641250610352 | 26501.195092625007
17.4 | 1555.5641250610352 | 26501.211770875005
17.4 | 1555.5641250610352 | 26501.228449125007
17.4 | 1555.5641250610352 | 26501.245127375005
13.700000000000001 | 1555.5641250610352 | 26501.261805625007
13.700000000000001 | 1555.5641250610352 | 26501.278483875005
13.700000000000001 | 1555.5641250610352 | 26501.295162125007
13.700000000000001 | 1555.5641250610352 | 26501.311840375005
