
--- NEW BENCHMARK RUN ---

CPU | Memory (MB) | Timestamp
---
38.1 | 19.64124298095703 | 305264.25383054174
38.1 | 37.656890869140625 | 305264.27048204176
38.1 | 55.156890869140625 | 305264.2871335417
38.1 | 73.17253875732422 | 305264.30378504173
38.1 | 91.68818664550781 | 305264.32043654175
38.1 | 110.18818664550781 | 305264.3370880417
38.1 | 25.64124298095703 | 305264.3537395417
39.9 | 44.156890869140625 | 305264.37039104174
39.9 | 62.96941375732422 | 305264.38704254176
39.9 | 81.07878875732422 | 305264.4036940417
39.9 | 99.70381164550781 | 305264.42034554173
39.9 | 15.156867980957031 | 305264.43699704175
39.9 | 33.938140869140625 | 305264.4536485417
39.9 | 52.703765869140625 | 305264.4703000417
41.0 | 71.68816375732422 | 305264.48695154174
41.0 | 89.68816375732422 | 305264.50360304175
41.0 | 108.70381164550781 | 305264.5202545417
41.0 | 23.65686798095703 | 305264.5369060417
41.0 | 41.922515869140625 | 305264.55355754175
41.0 | 60.18816375732422 | 305264.57020904176
41.0 | 78.18816375732422 | 305264.5868605417
41.0 | 96.62568664550781 | 305264.60351204174
41.9 | 11.391220092773438 | 305264.62016354175
41.9 | 28.906890869140625 | 305264.6368150417
41.9 | 46.766265869140625 | 305264.6534665417
41.9 | 65.18816375732422 | 305264.67011804174
41.9 | 83.87566375732422 | 305264.68676954176
41.9 | 102.20381164550781 | 305264.7034210417
41.9 | 17.35999298095703 | 305264.72007254174
42.8 | 35.672515869140625 | 305264.73672404175
42.8 | 54.172515869140625 | 305264.7533755417
42.8 | 72.18816375732422 | 305264.7700270417
42.8 | 90.29753875732422 | 305264.78667854174
42.8 | 108.70381164550781 | 305264.80333004176
42.8 | 24.09436798095703 | 305264.8199815417
42.8 | 42.375640869140625 | 305264.83663304173
42.8 | 60.18816375732422 | 305264.85328454175
43.0 | 78.68816375732422 | 305264.8699360417
43.0 | 97.20381164550781 | 305264.8865875417
43.0 | 12.656867980957031 | 305264.90323904174
43.0 | 31.422515869140625 | 305264.91989054176
43.0 | 50.031890869140625 | 305264.9365420417
43.0 | 68.79753875732422 | 305264.95319354173
43.0 | 86.68816375732422 | 305264.96984504175
43.0 | 105.70381164550781 | 305264.9864965417
43.0 | 21.15686798095703 | 305265.0031480417
43.0 | 39.094390869140625 | 305265.01979954174
43.0 | 57.672515869140625 | 305265.03645104176
43.0 | 75.61003875732422 | 305265.0531025417
43.0 | 93.20381164550781 | 305265.06975404173
43.0 | 11.391220092773438 | 305265.08640554175
43.0 | 27.453765869140625 | 305265.1030570417
43.0 | 45.453765869140625 | 305265.1197085417
43.0 | 63.86003875732422 | 305265.13636004174
43.0 | 82.18816375732422 | 305265.15301154176
43.0 | 100.23506164550781 | 305265.1696630417
43.0 | 16.15686798095703 | 305265.18631454173
43.0 | 34.188140869140625 | 305265.20296604175
43.0 | 52.672515869140625 | 305265.2196175417
42.8 | 70.18816375732422 | 305265.2362690417
42.8 | 88.18816375732422 | 305265.25292054174
42.8 | 106.20381164550781 | 305265.26957204175
42.8 | 22.15686798095703 | 305265.2862235417
42.8 | 40.672515869140625 | 305265.3028750417
42.8 | 57.172515869140625 | 305265.31952654175
42.8 | 75.18816375732422 | 305265.33617804176
42.8 | 93.20381164550781 | 305265.3528295417
41.3 | 11.391220092773438 | 305265.36948104174
41.3 | 26.65686798095703 | 305265.38613254175
41.3 | 43.266265869140625 | 305265.4027840417
41.3 | 60.89128875732422 | 305265.4194355417
41.3 | 78.18816375732422 | 305265.43608704174
41.3 | 96.20381164550781 | 305265.45273854176
41.3 | 11.391220092773438 | 305265.4693900417
41.3 | 30.172515869140625 | 305265.48604154174
42.8 | 48.828765869140625 | 305265.50269304175
42.8 | 67.15691375732422 | 305265.5193445417
42.8 | 85.15691375732422 | 305265.5359960417
42.8 | 103.68818664550781 | 305265.55264754174
42.8 | 18.14124298095703 | 305265.56929904176
42.8 | 35.656890869140625 | 305265.5859505417
42.8 | 53.641265869140625 | 305265.60260204173
42.5 | 70.78191375732422 | 305265.61925354175
42.5 | 88.26628875732422 | 305265.6359050417
42.5 | 106.90693664550781 | 305265.6525565417
42.5 | 22.14124298095703 | 305265.66920804174
42.5 | 40.422515869140625 | 305265.68585954176
42.5 | 58.422515869140625 | 305265.7025110417
42.5 | 76.79753875732422 | 305265.71916254173
42.5 | 95.39131164550781 | 305265.73581404175
42.599999999999994 | 11.375595092773438 | 305265.7524655417
42.599999999999994 | 28.156890869140625 | 305265.7691170417
42.599999999999994 | 46.500640869140625 | 305265.78576854174
42.599999999999994 | 65.17253875732422 | 305265.80242004176
42.599999999999994 | 83.03191375732422 | 305265.8190715417
42.599999999999994 | 101.51631164550781 | 305265.83572304173
42.599999999999994 | 17.14124298095703 | 305265.85237454175
43.9 | 35.656890869140625 | 305265.8690260417
43.9 | 53.766265869140625 | 305265.8856775417
43.9 | 72.17253875732422 | 305265.90232904174
43.9 | 90.18816375732422 | 305265.91898054176
43.9 | 108.68818664550781 | 305265.9356320417
43.9 | 24.14124298095703 | 305265.95228354173
43.9 | 42.250640869140625 | 305265.96893504175
43.9 | 59.67253875732422 | 305265.9855865417
42.8 | 76.42253875732422 | 305266.0022380417
42.8 | 93.96943664550781 | 305266.01888954174
42.8 | 11.375595092773438 | 305266.03554104175
42.8 | 26.60999298095703 | 305266.0521925417
42.8 | 44.797515869140625 | 305266.0688440417
42.8 | 63.29753875732422 | 305266.08549554175
42.8 | 81.17253875732422 | 305266.10214704176
42.099999999999994 | 98.78193664550781 | 305266.1187985417
