KMP Scroll Benchmark
CPU | FPS | Frame Overrun (ms)| Memory (MB) | Timestamp
---
87.19999999999997 | 1 | 0.0 | 169.15705108642578 | 750.2948497916668
87.19999999999997 | 2 | 142.0935833333336 | 202.96955108642578 | 750.4536100416668
113.29999999999998 | 3 | 8.084250000009282 | 206.11017608642578 | 750.4783609583335
113.29999999999998 | 4 | 0.14766666661974667 | 206.29767608642578 | 750.4951752916668
113.29999999999998 | 5 | 0.01662500004234388 | 206.40705108642578 | 750.5118585833335
113.29999999999998 | 6 | 0.01662500004234388 | 206.57892608642578 | 750.5285418750002
113.29999999999998 | 7 | 0.01662499992865704 | 206.82892608642578 | 750.5452251666668
113.29999999999998 | 8 | 0.01662500004234388 | 206.95392608642578 | 750.5619084583335
113.29999999999998 | 9 | 0.01662500004234388 | 207.12580108642578 | 750.5785917500002
100.49999999999999 | 10 | 0.01662499992865704 | 207.32892608642578 | 750.5952750416668
100.49999999999999 | 11 | 0.01662500004234388 | 207.46955108642578 | 750.6119583333335
100.49999999999999 | 12 | 0.01662499992865704 | 207.61017608642578 | 750.6286416250001
100.49999999999999 | 13 | 0.01662500004234388 | 207.70392608642578 | 750.6453249166668
100.49999999999999 | 14 | 0.01662500004234388 | 207.84455108642578 | 750.6620082083335
100.49999999999999 | 15 | 0.01662499992865704 | 208.01642608642578 | 750.6786915000001
100.49999999999999 | 16 | 0.16237500004384273 | 208.07892608642578 | 750.6955205416668
100.49999999999999 | 17 | 0.017291666707327374 | 208.18830108642578 | 750.7122045000002
100.5 | 18 | 0.017291666593640537 | 208.31330108642578 | 750.7288884583335
100.5 | 19 | 0.017291666707327374 | 208.48517608642578 | 750.7455724166668
100.5 | 20 | 0.017291666707327374 | 208.48517608642578 | 750.7622563750002
100.5 | 21 | 0.017291666593640537 | 208.61017608642578 | 750.7789403333335
100.5 | 22 | 0.017291666707327374 | 208.75080108642578 | 750.7956242916669
100.5 | 23 | 0.017291666593640537 | 208.87580108642578 | 750.8123082500001
100.5 | 24 | 0.017291666707327374 | 208.87580108642578 | 750.8289922083335
97.1 | 25 | 0.017291666707327374 | 209.17267608642578 | 750.8456761666669
97.1 | 26 | 0.017291666593640537 | 209.17267608642578 | 750.8623601250001
97.1 | 27 | 0.017291666707327374 | 209.31330108642578 | 750.8790440833335
97.1 | 28 | 0.017291666707327374 | 209.42267608642578 | 750.8957280416669
97.1 | 29 | 0.017291666593640537 | 209.61017608642578 | 750.9124120000001
97.1 | 30 | 0.154875000005935 | 209.61017608642578 | 750.9292335416668
97.1 | 31 | 0.017875000010766223 | 209.79767608642578 | 750.9459180833335
97.1 | 32 | 0.017875000010766223 | 209.96955108642578 | 750.9626026250002
111.6 | 33 | 0.017875000010766223 | 210.09455108642578 | 750.9792871666668
111.6 | 34 | 0.017875000010766223 | 210.25080108642578 | 750.9959717083335
111.6 | 35 | 0.017875000010766223 | 210.26642608642578 | 751.0126562500002
111.6 | 36 | 0.017875000010766223 | 210.36017608642578 | 751.0293407916669
111.6 | 37 | 0.017875000010766223 | 210.46955108642578 | 751.0460253333335
111.6 | 38 | 0.017874999897079386 | 210.62580108642578 | 751.0627098750001
111.6 | 39 | 0.017875000010766223 | 210.68830108642578 | 751.0793944166668
112.80000000000003 | 40 | 0.017875000010766223 | 210.68830108642578 | 751.0960789583335
112.80000000000003 | 41 | 0.017875000010766223 | 210.93830108642578 | 751.1127635000001
112.80000000000003 | 42 | 0.017875000010766223 | 210.93830108642578 | 751.1294480416668
112.80000000000003 | 43 | 0.017875000010766223 | 211.07892608642578 | 751.1461325833335
112.80000000000003 | 44 | 0.017875000010766223 | 211.15705108642578 | 751.1628171250002
112.80000000000003 | 45 | 0.017875000010766223 | 211.40705108642578 | 751.1795016666669
112.80000000000003 | 46 | 0.017875000010766223 | 211.67267608642578 | 751.1961862083335
112.80000000000003 | 47 | 0.017875000010766223 | 211.75080108642578 | 751.2128707500002
88.0 | 48 | 0.017875000010766223 | 211.75080108642578 | 751.2295552916669
88.0 | 49 | 0.017874999897079386 | 211.87580108642578 | 751.2462398333334
88.0 | 50 | 0.017875000010766223 | 211.92267608642578 | 751.2629243750001
88.0 | 51 | 0.017875000010766223 | 212.00080108642578 | 751.2796089166668
88.0 | 51 | 0.017875000010766223 | 212.11017608642578 | 751.2962934583335
88.0 | 52 | 0.17208333336687573 | 212.23517608642578 | 751.3131322083335
88.0 | 53 | 0.01841666663343275 | 212.32892608642578 | 751.3298172916668
70.00000000000001 | 54 | 0.01841666663343275 | 212.43830108642578 | 751.3465023750001
70.00000000000001 | 55 | 0.018416666747119587 | 212.57892608642578 | 751.3631874583335
70.00000000000001 | 56 | 0.01841666663343275 | 212.70392608642578 | 751.3798725416668
70.00000000000001 | 57 | 0.01841666663343275 | 212.84455108642578 | 751.3965576250001
70.00000000000001 | 58 | 0.018416666747119587 | 213.01642608642578 | 751.4132427083335
70.00000000000001 | 59 | 0.01841666663343275 | 213.03205108642578 | 751.4299277916668
70.00000000000001 | 60 | 0.01841666663343275 | 213.14142608642578 | 751.4466128750001
70.00000000000001 | 60 | 0.01841666663343275 | 213.15705108642578 | 751.4632979583334
61.00000000000001 | 60 | 0.018416666747119587 | 213.25080108642578 | 751.4799830416669
61.00000000000001 | 60 | 0.01841666663343275 | 213.36017608642578 | 751.4966681250002
61.00000000000001 | 60 | 0.15483333332516266 | 213.42267608642578 | 751.5134896250001
61.00000000000001 | 60 | 0.018958333369786112 | 213.59455108642578 | 751.5301752500002
