
--- NEW BENCHMARK RUN ---

CPU | Memory (MB) | Timestamp
---

--- Iteration 0 ---
44.699999999999996 | 129.04749298095703 | 431.33862912500007
28.300000000000004 | 129.04749298095703 | 431.35529266666674
28.300000000000004 | 129.04749298095703 | 431.3719562083334
28.300000000000004 | 129.04749298095703 | 431.3886197500001
28.300000000000004 | 129.04749298095703 | 431.40528329166676
28.300000000000004 | 129.04749298095703 | 431.42194683333344
28.300000000000004 | 129.04749298095703 | 431.4386103750001
28.300000000000004 | 129.04749298095703 | 431.4552739166668
28.300000000000004 | 129.04749298095703 | 431.4719374583334
17.799999999999997 | 129.04749298095703 | 431.4886010000001
17.799999999999997 | 129.04749298095703 | 431.50526454166675
17.799999999999997 | 129.04749298095703 | 431.5219280833334
17.799999999999997 | 129.04749298095703 | 431.5385916250001
17.799999999999997 | 129.04749298095703 | 431.55525516666677
17.799999999999997 | 129.04749298095703 | 431.57191870833344
17.799999999999997 | 129.04749298095703 | 431.5885822500001
11.3 | 129.04749298095703 | 431.6052457916668
11.3 | 129.04749298095703 | 431.6219093333334
11.3 | 129.04749298095703 | 431.6385728750001
11.3 | 129.04749298095703 | 431.65523641666675
11.3 | 129.04749298095703 | 431.6718999583334
11.3 | 129.04749298095703 | 431.6885635000001
11.3 | 129.04749298095703 | 431.7052270416668
11.3 | 129.04749298095703 | 431.72189058333345
10.400000000000002 | 134.78186798095703 | 431.7385541250001
10.400000000000002 | 134.78186798095703 | 431.75521766666674
10.400000000000002 | 134.78186798095703 | 431.7718812083334
10.400000000000002 | 134.78186798095703 | 431.7885447500001
10.400000000000002 | 134.78186798095703 | 431.80520829166676
10.400000000000002 | 134.78186798095703 | 431.82187183333343
10.400000000000002 | 136.68811798095703 | 431.8385353750001
42.099999999999994 | 137.18811798095703 | 431.8551989166668
42.099999999999994 | 137.51624298095703 | 431.87186245833345
42.099999999999994 | 137.51624298095703 | 431.88852600000007
42.099999999999994 | 137.51624298095703 | 431.90518954166674
42.099999999999994 | 137.51624298095703 | 431.9218530833334
42.099999999999994 | 137.51624298095703 | 431.9385166250001

--- Iteration 1 ---
42.099999999999994 | 137.57874298095703 | 431.95518016666676
42.099999999999994 | 137.57874298095703 | 431.97184370833344
30.300000000000004 | 137.57874298095703 | 431.9885072500001
30.300000000000004 | 137.57874298095703 | 432.0051707916668
30.300000000000004 | 137.57874298095703 | 432.0218343333334
30.300000000000004 | 137.57874298095703 | 432.0384978750001
30.300000000000004 | 137.57874298095703 | 432.05516141666675
30.300000000000004 | 137.57874298095703 | 432.0718249583334
30.300000000000004 | 137.57874298095703 | 432.0884885000001
18.900000000000002 | 137.57874298095703 | 432.10515204166677
18.900000000000002 | 137.57874298095703 | 432.12181558333344
18.900000000000002 | 137.57874298095703 | 432.1384791250001
18.900000000000002 | 137.57874298095703 | 432.15514266666673
18.900000000000002 | 137.57874298095703 | 432.1718062083334
18.900000000000002 | 137.57874298095703 | 432.1884697500001
18.900000000000002 | 137.57874298095703 | 432.20513329166675
18.900000000000002 | 138.50061798095703 | 432.2217968333334
12.1 | 138.54749298095703 | 432.2384603750001
12.1 | 138.54749298095703 | 432.2551239166668
12.1 | 51.984947204589844 | 432.27178745833345
12.1 | 51.984947204589844 | 432.2884510000001
12.1 | 51.984947204589844 | 432.30511454166674
12.1 | 54.969322204589844 | 432.3217780833334
12.1 | 55.156822204589844 | 432.3384416250001
25.999999999999996 | 55.328697204589844 | 432.35510516666676
25.999999999999996 | 55.578697204589844 | 432.37176870833343
25.999999999999996 | 55.922447204589844 | 432.3884322500001
25.999999999999996 | 56.359947204589844 | 432.4050957916668
25.999999999999996 | 58.750572204589844 | 432.42175933333345
25.999999999999996 | 59.750572204589844 | 432.4384228750001
25.999999999999996 | 60.344322204589844 | 432.45508641666675
25.999999999999996 | 60.344322204589844 | 432.4717499583334
44.4 | 60.344322204589844 | 432.4884135000001
44.4 | 60.344322204589844 | 432.50507704166677
44.4 | 60.344322204589844 | 432.52174058333344

--- Iteration 2 ---
44.4 | 60.344322204589844 | 432.5384041250001
44.4 | 60.344322204589844 | 432.5550676666668
44.4 | 60.344322204589844 | 432.5717312083334
44.4 | 60.344322204589844 | 432.5883947500001
44.4 | 60.344322204589844 | 432.60505829166675
28.0 | 60.344322204589844 | 432.6217218333334
28.0 | 60.344322204589844 | 432.6383853750001
28.0 | 60.344322204589844 | 432.6550489166668
28.0 | 60.344322204589844 | 432.67171245833345
28.0 | 60.344322204589844 | 432.6883760000001
28.0 | 60.344322204589844 | 432.70503954166674
28.0 | 60.344322204589844 | 432.7217030833334
17.500000000000004 | 60.344322204589844 | 432.7383666250001
17.500000000000004 | 60.344322204589844 | 432.75503016666676
17.500000000000004 | 60.344322204589844 | 432.77169370833343
17.500000000000004 | 60.344322204589844 | 432.7883572500001
17.500000000000004 | 60.344322204589844 | 432.8050207916668
17.500000000000004 | 60.344322204589844 | 432.82168433333345
17.500000000000004 | 60.344322204589844 | 432.83834787500007
17.500000000000004 | 60.344322204589844 | 432.85501141666674
11.399999999999999 | 60.344322204589844 | 432.8716749583334
11.399999999999999 | 60.344322204589844 | 432.8883385000001
11.399999999999999 | 66.06307220458984 | 432.90500204166676
11.399999999999999 | 66.06307220458984 | 432.92166558333344
11.399999999999999 | 66.06307220458984 | 432.9383291250001
11.399999999999999 | 66.06307220458984 | 432.9549926666668
11.399999999999999 | 66.06307220458984 | 432.97165620833346
35.400000000000006 | 66.06307220458984 | 432.9883197500001
35.400000000000006 | 67.89119720458984 | 433.00498329166675
