
--- ITERATION 0 ---

CPU | Memory (MB) | Timestamp
---
34.300000000000004 | 15.34429931640625 | 903048.3436197086
27.6 | 15.34429931640625 | 903048.3603119586
27.6 | 15.34429931640625 | 903048.3770042085
27.6 | 15.34429931640625 | 903048.3936964585
27.6 | 15.34429931640625 | 903048.4103887086
27.6 | 15.34429931640625 | 903048.4270809585
27.6 | 15.34429931640625 | 903048.4437732085
27.6 | 15.34429931640625 | 903048.4604654586
27.6 | 15.34429931640625 | 903048.4771577085
17.3 | 15.34429931640625 | 903048.4938499585
17.3 | 15.34429931640625 | 903048.5105422086
17.3 | 15.34429931640625 | 903048.5272344585
17.3 | 15.34429931640625 | 903048.5439267085
17.3 | 15.34429931640625 | 903048.5606189586
17.3 | 15.34429931640625 | 903048.5773112086
17.3 | 15.34429931640625 | 903048.5940034585
17.3 | 15.34429931640625 | 903048.6106957085
11.2 | 15.34429931640625 | 903048.6273879586
11.2 | 15.34429931640625 | 903048.6440802085
11.2 | 15.34429931640625 | 903048.6607724585
11.2 | 15.34429931640625 | 903048.6774647086
11.2 | 15.34429931640625 | 903048.6941569585
11.2 | 15.34429931640625 | 903048.7108492085
11.2 | 15.34429931640625 | 903048.7275414586
7.7 | 15.34429931640625 | 903048.7442337085
7.7 | 15.34429931640625 | 903048.7609259585
7.7 | 15.34429931640625 | 903048.7776182086
7.7 | 15.34429931640625 | 903048.7943104586
7.7 | 15.34429931640625 | 903048.8110027085
7.7 | 15.34429931640625 | 903048.8276949585
7.7 | 15.34429931640625 | 903048.8443872086
7.7 | 15.34429931640625 | 903048.8610794585
5.8 | 15.34429931640625 | 903048.8777717085
5.8 | 15.34429931640625 | 903048.8944639586
5.8 | 15.42242431640625 | 903048.9111562085
5.8 | 15.54742431640625 | 903048.9278484585
5.8 | 15.71929931640625 | 903048.9445407086
5.8 | 15.95367431640625 | 903048.9612329585
5.8 | 16.25054931640625 | 903048.9779252085
35.099999999999994 | 16.64117431640625 | 903048.9946174585
35.099999999999994 | 18.82867431640625 | 903049.0113097086
35.099999999999994 | 17.50054931640625 | 903049.0280019585
35.099999999999994 | 17.50054931640625 | 903049.0446942085
35.099999999999994 | 17.50054931640625 | 903049.0613864586
35.099999999999994 | 17.50054931640625 | 903049.0780787085
35.099999999999994 | 17.50054931640625 | 903049.0947709585
